handle,name,city,ig_score,google_rating,dm_icebreaker,dm_followup,dm_soft,card_path
@restaurant_vienne,,Wien,56,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Wien analysiert und  war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (2 Punkte Potenzial bis zum Ø Wien Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und  war dabei.

Euer Instagram Score liegt bei 56/100. Der Ø Wien Restaurant liegt bei 58.3/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/restaurant_vienne.png
@balthasar_kaffee,Balthasar Kaffee Bar,Wien,48,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Wien analysiert und Balthasar Kaffee Bar war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (9 Punkte Potenzial bis zum Ø Wien Café & Kaffee).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Balthasar Kaffee Bar war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Wien Café & Kaffee liegt bei 56.5/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/balthasar_kaffee.png
@thellwien,THELL - Restaurant & Bar,Wien,63,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Wien analysiert und THELL - Restaurant & Bar war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (17 Punkte über dem Ø Wien Bar & Lounge).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.4x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und THELL - Restaurant & Bar war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Wien Bar & Lounge (46/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/thellwien.png
@bidlabu_ffm,Restaurant bidlabu,Frankfurt am Main,31,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Restaurant bidlabu war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 31/100 (23 Punkte Potenzial bis zum Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Restaurant bidlabu war dabei.

Euer Instagram Score liegt bei 31/100. Der Ø Frankfurt am Main Restaurant liegt bei 53.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/bidlabu_ffm.png
@nonno_pizzeria,NONNO PIZZERIA E PASTA,Frankfurt am Main,68,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und NONNO PIZZERIA E PASTA war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 68/100 (14 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und NONNO PIZZERIA E PASTA war dabei.

Euer Instagram Score liegt bei 68/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/nonno_pizzeria.png
@cafesavoyvienna,Cafe Savoy,Wien,56,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Wien analysiert und Cafe Savoy war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (1 Punkte Potenzial bis zum Ø Wien Café & Kaffee).

Größter Hebel den wir gesehen haben: kaum Reels (17% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Cafe Savoy war dabei.

Euer Instagram Score liegt bei 56/100. Der Ø Wien Café & Kaffee liegt bei 56.5/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/cafesavoyvienna.png
@babus_bakeryandcoffeehouse,BABU‘S,Zürich,48,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Zürich analysiert und BABU‘S war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (6 Punkte über dem Ø Zürich Café & Kaffee).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 1.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und BABU‘S war dabei.

Euer Instagram Score liegt bei 48/100. Das ist über dem Ø Zürich Café & Kaffee (41.6/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/babus_bakeryandcoffeehouse.png
@chezbernardvienna,CHEZ BERNARD Restaurant et Bar,Wien,56,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Wien analysiert und CHEZ BERNARD Restaurant et Bar war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (10 Punkte über dem Ø Wien Bar & Lounge).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und CHEZ BERNARD Restaurant et Bar war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Wien Bar & Lounge (46/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/chezbernardvienna.png
@swisschuchi,Swiss Chuchi Restaurant,Zürich,70,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Zürich analysiert und Swiss Chuchi Restaurant war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 70/100 (15 Punkte über dem Ø Zürich Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 1.2x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Swiss Chuchi Restaurant war dabei.

Euer Instagram Score liegt bei 70/100. Das ist über dem Ø Zürich Restaurant (55.5/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/swisschuchi.png
@kabukirestaurant_frankfurt,𝐊𝐚𝐛𝐮𝐤𝐢 𝐑𝐞𝐬𝐭𝐚𝐮𝐫𝐚𝐧𝐭 𝐅𝐫𝐚𝐧𝐤𝐟𝐮𝐫𝐭,Frankfurt am Main,56,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und 𝐊𝐚𝐛𝐮𝐤𝐢 𝐑𝐞𝐬𝐭𝐚𝐮𝐫𝐚𝐧𝐭 𝐅𝐫𝐚𝐧𝐤𝐟𝐮𝐫𝐭 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (2 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und 𝐊𝐚𝐛𝐮𝐤𝐢 𝐑𝐞𝐬𝐭𝐚𝐮𝐫𝐚𝐧𝐭 𝐅𝐫𝐚𝐧𝐤𝐟𝐮𝐫𝐭 war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/kabukirestaurant_frankfurt.png
@theblaskyhotel,The Blasky Hotel & Rooftop,Frankfurt am Main,63,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und The Blasky Hotel & Rooftop war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (13 Punkte über dem Ø Frankfurt am Main Bar & Lounge).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 1.2x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und The Blasky Hotel & Rooftop war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Frankfurt am Main Bar & Lounge (50/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/theblaskyhotel.png
@zum_koenigstuhl,Zum Königstuhl Zürich,Zürich,63,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Zürich analysiert und Zum Königstuhl Zürich war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (8 Punkte über dem Ø Zürich Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (17% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Zum Königstuhl Zürich war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Zürich Restaurant (55.5/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/zum_koenigstuhl.png
@traum_kuh,Traumkuh,Frankfurt am Main,63,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Traumkuh war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (9 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.3x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Traumkuh war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/traum_kuh.png
@bminehotels,b'mine hotels,Frankfurt am Main,85,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und b'mine hotels war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 85/100 (31 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und b'mine hotels war dabei.

Euer Instagram Score liegt bei 85/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/bminehotels.png
@malafemmena_berlin,Malafemmena Berlin,Berlin,39,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Malafemmena Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 39/100 (12 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Malafemmena Berlin war dabei.

Euer Instagram Score liegt bei 39/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/malafemmena_berlin.png
@las_malvinas_steakhouse,Steakhouse Las Malvinas Berlin Nähe Alexanderplatz,Berlin,71,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Steakhouse Las Malvinas Berlin Nähe Alexanderplatz war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (20 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Steakhouse Las Malvinas Berlin Nähe Alexanderplatz war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/las_malvinas_steakhouse.png
@restaurant_facil,Restaurant FACIL,Berlin,41,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Restaurant FACIL war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 41/100 (10 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Restaurant FACIL war dabei.

Euer Instagram Score liegt bei 41/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/restaurant_facil.png
@aura_zurich,Aura Zürich,Zürich,48,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Zürich analysiert und Aura Zürich war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (1 Punkte Potenzial bis zum Ø Zürich Bar & Lounge).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Aura Zürich war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Zürich Bar & Lounge liegt bei 48.5/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/aura_zurich.png
